,number,value,datetime_start,datetime_complete,duration,params_batchind,params_batchnormalization,params_batchnormalization0,params_batchnormalization1,params_batchnormalization2,params_batchnormalization3,params_batchnormalization4,params_batchnormalization5,params_batchnormalization6,params_dropout,params_epochs,params_filtersind0,params_filtersind1,params_filtersind2,params_filtersind3,params_filtersind4,params_filtersind5,params_filtersind6,params_kernel_size0,params_kernel_size1,params_kernel_size2,params_kernel_size3,params_kernel_size4,params_kernel_size5,params_kernel_size6,params_learnind,params_maxpooling,params_maxpooling0,params_maxpooling1,params_maxpooling2,params_maxpooling3,params_maxpooling4,params_maxpooling5,params_maxpooling6,params_n_conv_layers,params_n_dense_layers,params_num_hidden_neurons0,params_num_hidden_neurons1,state
157,157,0.8230999708175659,2024-07-29 08:47:44.785789,2024-07-29 09:11:13.345834,0 days 00:23:28.560045,6,True,True,False,False,True,,,,0.35000000000000003,88,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,93.0,,COMPLETE
158,158,0.8195000290870667,2024-07-29 08:49:49.949117,2024-07-29 09:07:28.710682,0 days 00:17:38.761565,6,True,True,False,False,True,,,,0.08,84,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,22.0,,COMPLETE
159,159,0.8086000084877014,2024-07-29 09:07:28.719700,2024-07-29 09:23:47.620831,0 days 00:16:18.901131,6,True,True,False,False,True,,,,0.13,89,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,23.0,,COMPLETE
160,160,0.7645999789237976,2024-07-29 09:11:13.345834,2024-07-29 09:30:50.680833,0 days 00:19:37.334999,6,True,True,False,False,True,,,,0.09,93,7.0,6.0,7.0,5.0,,,,5.0,9.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,26.0,,COMPLETE
161,161,0.10000000149011612,2024-07-29 09:23:47.620831,2024-07-29 09:36:25.794341,0 days 00:12:38.173510,6,True,True,False,False,,,,,0.06,95,7.0,6.0,7.0,,,,,5.0,7.0,5.0,,,,,3,False,False,False,False,,,,,4,2,70.0,,COMPLETE
162,162,0.8184999823570251,2024-07-29 09:30:50.696588,2024-07-29 09:45:29.859491,0 days 00:14:39.162903,6,True,True,False,False,True,,,,0.34,97,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,72.0,,COMPLETE
163,163,0.8219000101089478,2024-07-29 09:36:25.810117,2024-07-29 09:51:58.567572,0 days 00:15:32.757455,6,True,True,False,False,True,,,,0.34,82,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,88.0,,COMPLETE
164,164,0.8086000084877014,2024-07-29 09:45:29.876425,2024-07-29 10:03:34.568166,0 days 00:18:04.691741,6,True,True,False,False,True,,,,0.33,83,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,89.0,,COMPLETE
165,165,0.8154000043869019,2024-07-29 09:51:58.588255,2024-07-29 10:14:07.763997,0 days 00:22:09.175742,6,True,True,False,False,True,,,,0.32,74,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,5.0,,,,3,False,False,False,True,True,,,,5,2,87.0,,COMPLETE
166,166,0.7835000157356262,2024-07-29 10:03:34.575748,2024-07-29 10:28:27.097063,0 days 00:24:52.521315,6,True,True,False,False,True,,,,0.32,74,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,5.0,,,,3,False,False,False,True,True,,,,5,2,7.0,,COMPLETE
167,167,0.8181999921798706,2024-07-29 10:14:07.779644,2024-07-29 10:32:07.684444,0 days 00:17:59.904800,6,True,True,False,False,True,,,,0.35000000000000003,74,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,83.0,,COMPLETE
168,168,0.10000000149011612,2024-07-29 10:28:27.106504,2024-07-29 10:36:59.427822,0 days 00:08:32.321318,6,True,True,False,False,False,,,,0.36,81,7.0,6.0,7.0,5.0,,,,5.0,7.0,5.0,9.0,,,,3,False,False,False,True,True,,,,5,2,17.0,,COMPLETE
169,169,0.1898999959230423,2024-07-29 10:32:07.699853,2024-07-29 10:42:00.040892,0 days 00:09:52.341039,6,True,True,False,False,False,,,,0.38,82,7.0,6.0,7.0,5.0,,,,11.0,7.0,5.0,11.0,,,,3,False,False,False,True,True,,,,5,2,104.0,,COMPLETE
170,170,0.5400999784469604,2024-07-29 10:36:59.444815,2024-07-29 10:52:37.795576,0 days 00:15:38.350761,6,False,True,False,True,,,,,0.38,88,7.0,6.0,7.0,,,,,11.0,7.0,5.0,,,,,3,False,False,False,True,,,,,4,2,103.0,,COMPLETE
171,171,0.7610999941825867,2024-07-29 10:42:00.056959,2024-07-29 11:04:24.767411,0 days 00:22:24.710452,6,False,True,False,True,True,False,,,0.33,89,7.0,6.0,7.0,5.0,5.0,,,5.0,7.0,9.0,3.0,11.0,,,3,True,False,False,True,True,False,,,6,2,5.0,,COMPLETE
172,172,0.7932999730110168,2024-07-29 10:52:37.815615,2024-07-29 11:01:40.576705,0 days 00:09:02.761090,7,True,True,False,False,True,False,,,0.34,97,7.0,6.0,7.0,5.0,8.0,,,5.0,7.0,9.0,9.0,11.0,,,3,False,False,False,True,True,False,,,6,2,94.0,,COMPLETE
173,173,0.8317000269889832,2024-07-29 11:01:40.587917,2024-07-29 11:18:44.932130,0 days 00:17:04.344213,7,True,True,False,False,True,,,,0.35000000000000003,108,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,91.0,,COMPLETE
174,174,0.6779999732971191,2024-07-29 11:04:24.786452,2024-07-29 11:35:19.079744,0 days 00:30:54.293292,7,True,True,False,False,True,,,,0.35000000000000003,107,7.0,6.0,7.0,5.0,,,,5.0,3.0,9.0,9.0,,,,5,False,False,False,True,True,,,,5,2,92.0,,COMPLETE
175,175,0.8285999894142151,2024-07-29 11:18:44.947866,2024-07-29 11:43:26.095641,0 days 00:24:41.147775,5,True,True,False,False,True,,,,0.35000000000000003,105,7.0,6.0,7.0,5.0,,,,5.0,3.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,84.0,,COMPLETE
176,176,0.29260000586509705,2024-07-29 11:35:19.098157,2024-07-29 11:45:39.884930,0 days 00:10:20.786773,5,True,True,,,,,,,0.31,120,7.0,,,,,,,5.0,,,,,,,3,False,False,,,,,,,2,2,10.0,,COMPLETE
177,177,0.8137000203132629,2024-07-29 11:43:26.111313,2024-07-29 12:03:30.623252,0 days 00:20:04.511939,5,True,True,False,False,True,,,,0.37,119,7.0,6.0,7.0,5.0,,,,5.0,3.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,74.0,,COMPLETE
178,178,0.810699999332428,2024-07-29 11:45:39.905377,2024-07-29 11:56:08.231211,0 days 00:10:28.325834,7,True,True,False,False,True,,,,0.36,109,7.0,6.0,7.0,5.0,,,,5.0,3.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,74.0,,COMPLETE
179,179,0.8208000063896179,2024-07-29 11:56:08.235475,2024-07-29 12:39:11.668811,0 days 00:43:03.433336,4,True,True,False,False,True,,,,0.37,92,7.0,6.0,7.0,5.0,,,,5.0,3.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,82.0,,COMPLETE
180,180,0.8009999990463257,2024-07-29 12:03:30.639387,2024-07-29 12:11:39.944108,0 days 00:08:09.304721,7,True,True,False,False,True,,,,0.34,93,7.0,6.0,7.0,5.0,,,,5.0,3.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,84.0,,COMPLETE
181,181,0.8309000134468079,2024-07-29 12:11:39.962494,2024-07-29 12:31:43.593218,0 days 00:20:03.630724,5,True,True,False,False,True,,,,0.33,107,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,103.0,,COMPLETE
182,182,0.8256000280380249,2024-07-29 12:31:43.610546,2024-07-29 12:51:11.441993,0 days 00:19:27.831447,5,True,True,False,False,True,,,,0.33,105,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,107.0,,COMPLETE
183,183,0.8389999866485596,2024-07-29 12:39:11.697070,2024-07-29 13:04:18.028611,0 days 00:25:06.331541,5,True,True,False,False,True,,,,0.33,107,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,103.0,,COMPLETE
184,184,0.8011000156402588,2024-07-29 12:51:11.457761,2024-07-29 13:20:28.612209,0 days 00:29:17.154448,5,True,True,False,False,True,,,,0.33,107,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,104.0,,COMPLETE
185,185,0.7983999848365784,2024-07-29 13:04:18.028611,2024-07-29 13:28:02.341351,0 days 00:23:44.312740,5,True,True,False,False,True,,,,0.33,111,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,103.0,,COMPLETE
186,186,0.8241000175476074,2024-07-29 13:20:28.628286,2024-07-29 13:41:24.325416,0 days 00:20:55.697130,5,True,True,False,False,True,,,,0.31,113,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,104.0,,COMPLETE
187,187,0.800000011920929,2024-07-29 13:28:02.358034,2024-07-29 13:48:55.213214,0 days 00:20:52.855180,5,True,True,False,False,True,,,,0.31,104,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,118.0,,COMPLETE
188,188,0.8206999897956848,2024-07-29 13:41:24.345926,2024-07-29 14:07:01.014758,0 days 00:25:36.668832,5,True,True,False,False,True,,,,0.31,124,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,120.0,,COMPLETE
189,189,0.79830002784729,2024-07-29 13:48:55.228956,2024-07-29 14:52:45.938619,0 days 01:03:50.709663,5,True,True,False,False,True,,,,0.32,124,7.0,6.0,7.0,8.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,108.0,,COMPLETE
190,190,0.10000000149011612,2024-07-29 14:07:01.030758,2024-07-29 14:24:52.653478,0 days 00:17:51.622720,5,True,True,False,False,,,,,0.32,114,7.0,6.0,7.0,,,,,5.0,7.0,9.0,,,,,3,False,False,False,True,,,,,4,2,108.0,,COMPLETE
191,191,0.7560999989509583,2024-07-29 14:24:52.670992,2024-07-29 14:56:31.109574,0 days 00:31:38.438582,5,True,True,False,False,True,,,,0.35000000000000003,133,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,False,True,,,,5,2,100.0,,COMPLETE
192,192,0.807200014591217,2024-07-29 14:52:45.954311,2024-07-29 15:12:39.119061,0 days 00:19:53.164750,5,True,True,False,False,True,,,,0.35000000000000003,99,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,94.0,,COMPLETE
193,193,0.8101999759674072,2024-07-29 14:56:31.109574,2024-07-29 15:18:51.362346,0 days 00:22:20.252772,5,True,True,False,False,True,,,,0.33,100,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,93.0,,COMPLETE
194,194,0.8312000036239624,2024-07-29 15:12:39.119061,2024-07-29 15:58:53.690969,0 days 00:46:14.571908,4,True,True,False,False,True,,,,0.33,106,7.0,6.0,7.0,5.0,,,,5.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,94.0,,COMPLETE
195,195,0.8163999915122986,2024-07-29 15:18:51.375268,2024-07-29 15:34:45.556685,0 days 00:15:54.181417,5,True,True,False,False,True,,,,0.3,108,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,120.0,,COMPLETE
196,196,0.8241999745368958,2024-07-29 15:34:45.572723,2024-07-29 15:56:19.885962,0 days 00:21:34.313239,5,True,True,False,False,True,,,,0.33,115,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,65.0,,COMPLETE
197,197,0.7491999864578247,2024-07-29 15:56:19.901831,2024-07-29 16:36:44.847068,0 days 00:40:24.945237,4,True,True,False,False,True,,,,0.34,115,7.0,6.0,7.0,5.0,,,,9.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,66.0,,COMPLETE
198,198,0.10000000149011612,2024-07-29 15:58:53.706824,2024-07-29 16:16:41.766447,0 days 00:17:48.059623,5,True,True,False,False,,,,,0.34,118,7.0,6.0,7.0,,,,,9.0,9.0,9.0,,,,,3,False,False,False,True,,,,,4,2,111.0,,COMPLETE
199,199,0.8159000277519226,2024-07-29 16:16:41.788756,2024-07-29 16:52:34.025548,0 days 00:35:52.236792,4,True,True,True,False,True,,,,0.32,111,7.0,6.0,7.0,5.0,,,,5.0,9.0,9.0,11.0,,,,3,False,False,False,True,True,,,,5,2,63.0,,COMPLETE
200,200,0.1543000042438507,2024-07-29 16:36:44.869243,2024-07-29 16:51:30.500052,0 days 00:14:45.630809,4,True,True,True,False,True,False,,,0.31,111,7.0,6.0,7.0,5.0,8.0,,,5.0,9.0,9.0,3.0,3.0,,,3,False,False,False,True,True,False,,,6,2,43.0,,COMPLETE
201,201,0.8029999732971191,2024-07-29 16:51:30.520487,2024-07-29 17:37:32.130476,0 days 00:46:01.609989,4,True,False,False,False,True,,,,0.32,106,7.0,6.0,7.0,5.0,,,,5.0,9.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,100.0,,COMPLETE
202,202,0.816100001335144,2024-07-29 16:52:34.034851,2024-07-29 17:16:16.309112,0 days 00:23:42.274261,5,True,True,False,False,True,,,,0.36,97,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,101.0,,COMPLETE
203,203,0.8190000057220459,2024-07-29 17:16:16.309112,2024-07-29 17:36:35.809833,0 days 00:20:19.500721,5,True,True,False,False,True,,,,0.34,105,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,94.0,,COMPLETE
204,204,0.8306999802589417,2024-07-29 17:36:35.828421,2024-07-29 17:58:49.494098,0 days 00:22:13.665677,5,True,True,False,False,True,,,,0.35000000000000003,93,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,101.0,,COMPLETE
205,205,0.8248000144958496,2024-07-29 17:37:32.146144,2024-07-29 17:59:55.738259,0 days 00:22:23.592115,5,True,True,False,False,True,,,,0.35000000000000003,95,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,78.0,,COMPLETE
206,206,0.8197000026702881,2024-07-29 17:58:49.494098,2024-07-29 18:25:29.166161,0 days 00:26:39.672063,5,True,True,False,False,True,,,,0.33,94,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,112.0,,COMPLETE
207,207,0.8338000178337097,2024-07-29 17:59:55.760604,2024-07-29 18:28:39.325295,0 days 00:28:43.564691,5,True,True,False,False,True,,,,0.37,131,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,78.0,,COMPLETE
208,208,0.7889999747276306,2024-07-29 18:25:29.166161,2024-07-29 18:31:20.459778,0 days 00:05:51.293617,5,True,True,False,False,True,,,,0.37,131,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,True,False,True,True,True,,,,5,2,82.0,,COMPLETE
209,209,0.8077999949455261,2024-07-29 18:28:39.325295,2024-07-29 18:37:24.223828,0 days 00:08:44.898533,5,True,True,False,False,True,,,,0.37,134,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,True,False,False,True,True,,,,5,2,80.0,,COMPLETE
210,210,0.8141000270843506,2024-07-29 18:31:20.478331,2024-07-29 19:01:44.621101,0 days 00:30:24.142770,5,True,True,False,False,True,,,,0.39,140,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,75.0,,COMPLETE
211,211,0.8342999815940857,2024-07-29 18:37:24.239794,2024-07-29 19:08:12.245916,0 days 00:30:48.006122,5,True,True,False,False,True,,,,0.36,121,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,74.0,,COMPLETE
212,212,0.8378999829292297,2024-07-29 19:01:44.637554,2024-07-29 19:29:43.732218,0 days 00:27:59.094664,5,True,True,False,False,True,,,,0.36,119,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,105.0,,COMPLETE
213,213,0.8353000283241272,2024-07-29 19:08:12.265460,2024-07-29 19:45:55.566899,0 days 00:37:43.301439,5,True,True,False,False,True,,,,0.36,120,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,69.0,,COMPLETE
214,214,0.8295000195503235,2024-07-29 19:29:43.748262,2024-07-29 20:07:17.007874,0 days 00:37:33.259612,5,True,True,False,False,True,,,,0.36,124,7.0,6.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,107.0,,COMPLETE
215,215,0.8294000029563904,2024-07-29 19:45:55.566899,2024-07-29 20:35:44.251935,0 days 00:49:48.685036,5,True,True,False,False,True,,,,0.36,125,7.0,8.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,87.0,,COMPLETE
216,216,0.835099995136261,2024-07-29 20:07:17.023845,2024-07-29 20:55:54.459524,0 days 00:48:37.435679,5,True,True,False,False,True,,,,0.36,123,7.0,8.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,120.0,,COMPLETE
217,217,0.8371999859809875,2024-07-29 20:35:44.267927,2024-07-29 21:26:37.612310,0 days 00:50:53.344383,5,True,True,False,False,True,,,,0.37,124,7.0,8.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,87.0,,COMPLETE
218,218,0.805400013923645,2024-07-29 20:55:54.480141,2024-07-29 21:40:46.016443,0 days 00:44:51.536302,5,True,True,False,False,True,,,,0.39,143,7.0,8.0,7.0,5.0,,,,5.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,116.0,,COMPLETE
219,219,0.8190000057220459,2024-07-29 21:26:37.632359,2024-07-29 22:05:30.918965,0 days 00:38:53.286606,5,True,True,False,False,True,,,,0.39,124,7.0,8.0,7.0,5.0,,,,5.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,124.0,,COMPLETE
220,220,0.829800009727478,2024-07-29 21:40:46.032417,2024-07-29 22:10:45.278357,0 days 00:29:59.245940,5,True,True,False,False,True,,,,0.37,123,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,122.0,,COMPLETE
221,221,0.8237000107765198,2024-07-29 22:05:30.945322,2024-07-29 22:45:06.287482,0 days 00:39:35.342160,5,True,True,False,False,True,,,,0.38,121,7.0,8.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,87.0,,COMPLETE
222,222,0.8184000253677368,2024-07-29 22:10:45.278357,2024-07-29 22:49:01.478493,0 days 00:38:16.200136,5,True,True,False,False,True,,,,0.38,126,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,110.0,,COMPLETE
223,223,0.8277999758720398,2024-07-29 22:45:06.303277,2024-07-29 23:14:42.857411,0 days 00:29:36.554134,5,True,True,False,False,True,,,,0.37,129,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,109.0,,COMPLETE
224,224,0.8392999768257141,2024-07-29 22:49:01.494607,2024-07-29 23:18:41.982715,0 days 00:29:40.488108,5,True,True,False,False,True,,,,0.36,120,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,128.0,,COMPLETE
225,225,0.8320000171661377,2024-07-29 23:14:42.873036,2024-07-29 23:42:58.256086,0 days 00:28:15.383050,5,True,True,False,False,True,,,,0.37,129,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,121.0,,COMPLETE
226,226,0.7949000000953674,2024-07-29 23:18:41.998721,2024-07-29 23:42:14.648192,0 days 00:23:32.649471,5,True,True,False,False,True,,,,0.37,130,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,124.0,,COMPLETE
227,227,0.8320000171661377,2024-07-29 23:42:14.663960,2024-07-30 00:19:51.266332,0 days 00:37:36.602372,5,True,True,False,False,True,,,,0.37,120,7.0,8.0,7.0,5.0,,,,3.0,7.0,9.0,9.0,,,,3,False,False,False,True,True,,,,5,2,118.0,,COMPLETE
228,228,0.814300000667572,2024-07-29 23:42:58.271891,2024-07-30 00:14:05.900341,0 days 00:31:07.628450,5,True,True,False,False,True,,,,0.37,149,7.0,8.0,7.0,5.0,,,,3.0,3.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,126.0,,COMPLETE
229,229,0.8051000237464905,2024-07-30 00:14:05.918731,2024-07-30 01:36:37.075271,0 days 01:22:31.156540,5,True,True,False,False,True,,,,0.36,138,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,False,True,,,,5,2,114.0,,COMPLETE
230,230,0.7876999974250793,2024-07-30 00:19:51.282209,2024-07-30 01:05:43.702138,0 days 00:45:52.419929,5,True,True,False,False,True,,,,0.38,136,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,False,True,,,,5,2,119.0,,COMPLETE
231,231,0.8323000073432922,2024-07-30 01:05:43.720607,2024-07-30 01:34:49.077531,0 days 00:29:05.356924,5,True,True,False,True,True,,,,0.37,128,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,116.0,,COMPLETE
232,232,0.8252999782562256,2024-07-30 01:34:49.096333,2024-07-30 02:03:14.579826,0 days 00:28:25.483493,5,True,True,False,True,True,,,,0.37,129,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,128.0,,COMPLETE
233,233,0.8197000026702881,2024-07-30 01:36:37.085197,2024-07-30 02:04:50.724575,0 days 00:28:13.639378,5,True,True,False,True,True,,,,0.37,128,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,120.0,,COMPLETE
234,234,0.828499972820282,2024-07-30 02:03:14.595782,2024-07-30 02:31:32.021154,0 days 00:28:17.425372,5,True,True,False,True,True,,,,0.39,122,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,106.0,,COMPLETE
235,235,0.8180999755859375,2024-07-30 02:04:50.733926,2024-07-30 02:33:06.380596,0 days 00:28:15.646670,5,True,True,False,True,True,,,,0.39,122,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,105.0,,COMPLETE
236,236,0.8256999850273132,2024-07-30 02:31:32.021154,2024-07-30 03:00:20.324622,0 days 00:28:48.303468,5,True,True,False,True,True,,,,0.39,122,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,103.0,,COMPLETE
237,237,0.2502000033855438,2024-07-30 02:33:06.403531,2024-07-30 02:44:12.723920,0 days 00:11:06.320389,5,True,True,False,True,False,,,,0.41000000000000003,125,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,False,False,True,True,,,,5,2,93.0,,COMPLETE
238,238,0.8292999863624573,2024-07-30 02:44:12.739654,2024-07-30 03:00:21.341686,0 days 00:16:08.602032,5,True,True,False,True,True,,,,0.4,120,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,99.0,,COMPLETE
239,239,0.8151999711990356,2024-07-30 03:00:20.340577,2024-07-30 03:08:35.642253,0 days 00:08:15.301676,5,True,True,False,True,True,,,,0.38,116,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,87.0,,COMPLETE
240,240,0.804099977016449,2024-07-30 03:00:21.360037,2024-07-30 03:08:04.171135,0 days 00:07:42.811098,5,False,True,False,True,True,,,,0.42,117,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,86.0,,COMPLETE
241,241,0.7990000247955322,2024-07-30 03:08:04.179287,2024-07-30 03:14:53.532456,0 days 00:06:49.353169,5,True,True,False,True,True,,,,0.36,119,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,True,True,True,,,,5,2,115.0,,COMPLETE
242,242,0.8299000263214111,2024-07-30 03:08:35.657878,2024-07-30 03:16:37.268281,0 days 00:08:01.610403,5,True,True,False,True,True,,,,0.36,120,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,98.0,,COMPLETE
243,243,0.8226000070571899,2024-07-30 03:14:53.542461,2024-07-30 03:23:12.788611,0 days 00:08:19.246150,5,True,True,False,True,True,,,,0.4,155,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,97.0,,COMPLETE
244,244,0.8148999810218811,2024-07-30 03:16:37.284755,2024-07-30 03:23:12.929526,0 days 00:06:35.644771,5,True,True,False,True,True,,,,0.36,134,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,98.0,,COMPLETE
245,245,0.8289999961853027,2024-07-30 03:23:12.810443,2024-07-30 03:29:50.614727,0 days 00:06:37.804284,5,True,True,False,True,True,,,,0.36,128,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,92.0,,COMPLETE
246,246,0.8213000297546387,2024-07-30 03:23:12.945151,2024-07-30 03:31:34.480678,0 days 00:08:21.535527,5,True,False,False,True,True,,,,0.36,125,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,91.0,,COMPLETE
247,247,0.819100022315979,2024-07-30 03:29:50.634623,2024-07-30 03:38:02.570898,0 days 00:08:11.936275,5,True,False,False,True,True,,,,0.43,130,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,9.0,,,,3,False,True,False,True,True,,,,5,2,91.0,,COMPLETE
248,248,0.829200029373169,2024-07-30 03:31:34.493432,2024-07-30 03:40:52.469255,0 days 00:09:17.975823,5,True,True,False,True,True,,,,0.38,131,7.0,8.0,7.0,5.0,,,,3.0,7.0,3.0,5.0,,,,3,False,True,False,True,True,,,,5,2,115.0,,COMPLETE
